assessment_id,student_id,course_id,module,type,max_score,scored,due_date,submitted_date
ASM012202,STU0693,CRS013,1,quiz,25,14.8,2023-03-27,2023-03-27
ASM012203,STU0693,CRS013,1,assignment,50,42.7,2023-03-28,2023-03-27
ASM012204,STU0693,CRS013,2,quiz,25,14.0,2023-04-15,2023-04-18
ASM012205,STU0693,CRS013,2,assignment,50,36.0,2023-04-07,2023-04-08
ASM012206,STU0693,CRS013,3,quiz,25,22.9,2023-04-24,2023-04-23
ASM012207,STU0693,CRS013,3,assignment,50,35.3,2023-04-27,2023-04-25
ASM012208,STU0693,CRS013,3,project,100,69.1,2023-05-09,2023-05-09
ASM012209,STU0693,CRS013,4,quiz,25,15.3,2023-05-13,2023-05-11
ASM012210,STU0693,CRS013,4,assignment,50,29.4,2023-05-21,2023-05-20
ASM012211,STU0693,CRS013,5,quiz,25,13.1,2023-06-23,2023-06-30
ASM012212,STU0693,CRS013,5,assignment,50,32.3,2023-06-23,2023-06-24
ASM012213,STU0693,CRS013,6,quiz,25,24.5,2023-07-14,2023-07-12
ASM012214,STU0693,CRS013,6,assignment,50,38.8,2023-07-14,2023-07-11
ASM012215,STU0693,CRS013,6,project,100,60.4,2023-07-02,2023-07-07
ASM012216,STU0693,CRS013,7,quiz,25,9.9,2023-06-30,2023-06-30
ASM012217,STU0693,CRS013,7,assignment,50,15.3,2023-07-07,2023-07-06
ASM012218,STU0693,CRS013,8,quiz,25,22.1,2023-07-24,2023-07-22
ASM012219,STU0693,CRS013,8,assignment,50,47.9,2023-08-09,2023-08-09
ASM012220,STU0693,CRS013,8,exam,100,65.6,2023-06-30,2023-06-29
ASM012221,STU0694,CRS018,1,quiz,25,2.5,2023-08-20,2023-08-17
ASM012222,STU0694,CRS018,1,assignment,50,29.7,2023-08-16,2023-08-16
ASM012223,STU0694,CRS018,2,quiz,25,12.9,2023-09-10,2023-09-10
ASM012224,STU0694,CRS018,2,assignment,50,44.8,2023-09-02,2023-09-03
ASM012225,STU0694,CRS018,3,quiz,25,18.2,2023-09-28,2023-09-30
ASM012226,STU0694,CRS018,3,assignment,50,43.4,2023-09-13,2023-09-15
ASM012227,STU0694,CRS018,3,project,100,61.0,2023-09-22,2023-09-22
ASM012228,STU0694,CRS018,4,quiz,25,24.5,2023-10-06,2023-10-13
ASM012229,STU0694,CRS018,4,assignment,50,30.2,2023-10-14,2023-10-14
ASM012230,STU0694,CRS018,5,quiz,25,10.5,2023-10-18,2023-10-18
ASM012231,STU0694,CRS018,5,assignment,50,41.8,2023-10-18,2023-10-19
ASM012232,STU0694,CRS018,6,quiz,25,16.8,2023-11-21,2023-11-19
ASM012233,STU0694,CRS018,6,assignment,50,41.3,2023-11-21,2023-11-20
ASM012234,STU0694,CRS018,6,project,100,56.5,2023-12-03,2023-12-10
ASM012235,STU0694,CRS018,7,quiz,25,16.0,2023-12-10,2023-12-11
ASM012236,STU0694,CRS018,7,assignment,50,26.6,2023-11-26,2023-11-24
ASM012237,STU0694,CRS018,8,quiz,25,16.5,2024-01-14,2024-01-14
ASM012238,STU0694,CRS018,8,assignment,50,29.1,2023-12-13,2023-12-14
ASM012239,STU0694,CRS018,8,exam,100,60.2,2024-01-14,2024-01-14
ASM012240,STU0695,CRS004,1,quiz,25,17.3,2024-03-26,2024-03-27
ASM012241,STU0695,CRS004,1,assignment,50,29.1,2024-03-27,2024-03-27
ASM012242,STU0695,CRS004,2,quiz,25,14.4,2024-04-03,2024-04-05
ASM012243,STU0695,CRS004,2,assignment,50,24.9,2024-04-03,2024-04-02
ASM012244,STU0695,CRS004,3,quiz,25,15.6,2024-05-02,2024-05-05
ASM012245,STU0695,CRS004,3,assignment,50,37.1,2024-05-08,2024-05-06
ASM012246,STU0695,CRS004,3,project,100,65.3,2024-04-23,2024-04-28
ASM012247,STU0695,CRS004,4,quiz,25,10.9,2024-05-13,2024-05-13
ASM012248,STU0695,CRS004,4,assignment,50,17.5,2024-05-25,2024-05-24
ASM012249,STU0695,CRS004,5,quiz,25,17.4,2024-05-15,2024-05-15
ASM012250,STU0695,CRS004,5,assignment,50,42.8,2024-06-14,2024-06-21
ASM012251,STU0695,CRS004,6,quiz,25,10.3,2024-06-16,2024-06-15
ASM012252,STU0695,CRS004,6,assignment,50,28.1,2024-06-10,2024-06-11
ASM012253,STU0695,CRS004,6,project,100,74.7,2024-07-10,2024-07-09
ASM012254,STU0695,CRS004,6,exam,100,50.2,2024-06-10,2024-06-09
ASM012255,STU0696,CRS001,1,quiz,25,22.6,2024-08-08,2024-08-08
ASM012256,STU0696,CRS001,1,assignment,50,40.4,2024-08-06,2024-08-05
ASM012257,STU0696,CRS001,2,quiz,25,17.7,2024-08-23,2024-08-25
ASM012258,STU0696,CRS001,2,assignment,50,42.6,2024-08-15,2024-08-15
ASM012259,STU0696,CRS001,3,quiz,25,15.8,2024-09-19,2024-09-20
ASM012260,STU0696,CRS001,3,assignment,50,24.8,2024-09-10,2024-09-09
ASM012261,STU0696,CRS001,3,project,100,72.4,2024-09-10,2024-09-12
ASM012262,STU0696,CRS001,4,quiz,25,10.5,2024-10-06,2024-10-07
ASM012263,STU0696,CRS001,4,assignment,50,11.0,2024-10-02,2024-10-09
ASM012264,STU0696,CRS001,5,quiz,25,10.8,2024-10-26,2024-10-25
ASM012265,STU0696,CRS001,5,assignment,50,31.5,2024-10-16,2024-10-17
ASM012266,STU0696,CRS001,6,quiz,25,16.1,2024-10-22,2024-10-24
ASM012267,STU0696,CRS001,6,assignment,50,40.0,2024-11-21,2024-11-26
ASM012268,STU0696,CRS001,6,project,100,72.6,2024-10-28,2024-10-29
ASM012269,STU0696,CRS001,7,quiz,25,21.1,2024-12-05,2024-12-05
ASM012270,STU0696,CRS001,7,assignment,50,32.8,2024-11-28,2024-11-29
ASM012271,STU0696,CRS001,7,exam,100,59.5,2024-11-07,2024-11-07
ASM012272,STU0697,CRS007,1,quiz,25,14.5,2023-03-22,2023-03-27
ASM012273,STU0697,CRS007,1,assignment,50,28.1,2023-03-23,2023-03-24
ASM012274,STU0697,CRS007,2,quiz,25,17.2,2023-04-05,2023-04-05
ASM012275,STU0697,CRS007,2,assignment,50,36.6,2023-04-07,2023-04-06
ASM012276,STU0697,CRS007,3,quiz,25,12.4,2023-05-07,2023-05-14
ASM012277,STU0697,CRS007,3,assignment,50,37.5,2023-04-22,2023-04-23
ASM012278,STU0697,CRS007,3,project,100,37.7,2023-05-07,2023-05-09
ASM012279,STU0697,CRS007,4,quiz,25,19.6,2023-05-07,2023-05-08
ASM012280,STU0697,CRS007,4,assignment,50,34.9,2023-05-19,2023-05-26
ASM012281,STU0697,CRS007,5,quiz,25,18.8,2023-05-22,2023-05-19
ASM012282,STU0697,CRS007,5,assignment,50,44.5,2023-06-11,2023-06-11
ASM012283,STU0697,CRS007,6,quiz,25,10.6,2023-06-24,2023-06-24
ASM012284,STU0697,CRS007,6,assignment,50,38.8,2023-07-06,2023-07-06
ASM012285,STU0697,CRS007,6,project,100,61.3,2023-07-12,2023-07-15
ASM012286,STU0697,CRS007,7,quiz,25,10.3,2023-08-02,2023-08-02
ASM012287,STU0697,CRS007,7,assignment,50,33.1,2023-07-12,2023-07-10
ASM012288,STU0697,CRS007,8,quiz,25,16.4,2023-08-07,2023-08-08
ASM012289,STU0697,CRS007,8,assignment,50,47.3,2023-07-14,2023-07-13
ASM012290,STU0697,CRS007,8,exam,100,75.6,2023-08-15,2023-08-17
ASM012291,STU0698,CRS003,1,quiz,25,14.4,2023-09-06,2023-09-04
ASM012292,STU0698,CRS003,1,assignment,50,20.3,2023-09-10,2023-09-12
ASM012293,STU0698,CRS003,2,quiz,25,11.8,2023-09-30,2023-10-07
ASM012294,STU0698,CRS003,2,assignment,50,47.6,2023-10-02,2023-10-01
ASM012295,STU0698,CRS003,3,quiz,25,17.7,2023-10-02,2023-10-02
ASM012296,STU0698,CRS003,3,assignment,50,14.4,2023-10-08,2023-10-08
ASM012297,STU0698,CRS003,3,project,100,63.3,2023-10-02,2023-10-09
ASM012298,STU0698,CRS003,4,quiz,25,14.6,2023-11-09,2023-11-07
ASM012299,STU0698,CRS003,4,assignment,50,20.9,2023-10-28,2023-10-26
ASM012300,STU0698,CRS003,5,quiz,25,13.3,2023-11-04,2023-11-04
ASM012301,STU0698,CRS003,5,assignment,50,34.3,2023-10-30,2023-10-30
ASM012302,STU0698,CRS003,5,exam,100,60.5,2023-11-29,2023-11-27
ASM012303,STU0699,CRS003,1,quiz,25,19.1,2024-01-30,2024-01-29
ASM012304,STU0699,CRS003,1,assignment,50,24.3,2024-02-04,2024-02-04
ASM012305,STU0699,CRS003,2,quiz,25,7.9,2024-02-21,2024-02-19
ASM012306,STU0699,CRS003,2,assignment,50,36.8,2024-02-27,2024-02-27
ASM012307,STU0699,CRS003,3,quiz,25,20.9,2024-03-16,2024-03-17
ASM012308,STU0699,CRS003,3,assignment,50,39.7,2024-03-10,2024-03-10
ASM012309,STU0699,CRS003,3,project,100,45.6,2024-02-27,2024-02-27
ASM012310,STU0699,CRS003,4,quiz,25,11.6,2024-04-09,2024-04-08
ASM012311,STU0699,CRS003,4,assignment,50,35.8,2024-04-05,2024-04-07
ASM012312,STU0699,CRS003,5,quiz,25,14.3,2024-04-10,2024-04-07
ASM012313,STU0699,CRS003,5,assignment,50,28.7,2024-04-30,2024-04-30
ASM012314,STU0699,CRS003,5,exam,100,83.8,2024-04-05,2024-04-04
ASM012315,STU0700,CRS015,1,quiz,25,6.7,2024-09-21,2024-09-21
ASM012316,STU0700,CRS015,1,assignment,50,14.3,2024-09-24,2024-09-24
ASM012317,STU0700,CRS015,2,quiz,25,13.0,2024-10-14,2024-10-21
ASM012318,STU0700,CRS015,2,assignment,50,34.8,2024-10-06,2024-10-11
ASM012319,STU0700,CRS015,3,quiz,25,16.5,2024-10-25,2024-10-22
ASM012320,STU0700,CRS015,3,assignment,50,30.1,2024-11-06,2024-11-04
ASM012321,STU0700,CRS015,3,project,100,74.5,2024-10-31,2024-10-30
ASM012322,STU0700,CRS015,4,quiz,25,10.7,2024-11-19,2024-11-16
ASM012323,STU0700,CRS015,4,assignment,50,34.5,2024-11-11,2024-11-14
ASM012324,STU0700,CRS015,5,quiz,25,13.3,2024-12-18,2024-12-21
ASM012325,STU0700,CRS015,5,assignment,50,27.9,2024-11-18,2024-11-16
ASM012326,STU0700,CRS015,5,exam,100,82.3,2024-11-18,2024-11-17
ASM012327,STU0701,CRS011,1,quiz,25,17.8,2023-02-07,2023-02-12
ASM012328,STU0701,CRS011,1,assignment,50,39.3,2023-02-11,2023-02-11
ASM012329,STU0701,CRS011,2,quiz,25,11.8,2023-02-21,2023-02-22
ASM012330,STU0701,CRS011,2,assignment,50,35.4,2023-03-01,2023-02-27
ASM012331,STU0701,CRS011,3,quiz,25,20.3,2023-03-17,2023-03-18
ASM012332,STU0701,CRS011,3,assignment,50,46.8,2023-03-14,2023-03-15
ASM012333,STU0701,CRS011,3,project,100,53.9,2023-03-20,2023-03-25
ASM012334,STU0701,CRS011,4,quiz,25,18.0,2023-03-23,2023-03-25
ASM012335,STU0701,CRS011,4,assignment,50,34.1,2023-03-23,2023-03-26
ASM012336,STU0701,CRS011,5,quiz,25,14.8,2023-04-07,2023-04-07
ASM012337,STU0701,CRS011,5,assignment,50,23.8,2023-04-07,2023-04-08
ASM012338,STU0701,CRS011,6,quiz,25,20.3,2023-04-16,2023-04-13
ASM012339,STU0701,CRS011,6,assignment,50,27.6,2023-05-28,2023-05-28
ASM012340,STU0701,CRS011,6,project,100,92.6,2023-05-10,2023-05-10
ASM012341,STU0701,CRS011,7,quiz,25,13.9,2023-04-30,2023-05-02
ASM012342,STU0701,CRS011,7,assignment,50,22.2,2023-06-04,2023-06-02
ASM012343,STU0701,CRS011,8,quiz,25,20.6,2023-06-07,2023-06-08
ASM012344,STU0701,CRS011,8,assignment,50,26.7,2023-05-22,2023-05-29
ASM012345,STU0701,CRS011,9,quiz,25,14.4,2023-06-06,2023-06-07
ASM012346,STU0701,CRS011,9,assignment,50,23.7,2023-05-28,2023-05-25
ASM012347,STU0701,CRS011,9,project,100,82.9,2023-07-21,2023-07-28
ASM012348,STU0701,CRS011,10,quiz,25,17.7,2023-06-21,2023-06-24
ASM012349,STU0701,CRS011,10,assignment,50,49.0,2023-07-21,2023-07-21
ASM012350,STU0701,CRS011,10,exam,100,83.6,2023-08-10,2023-08-13
ASM012351,STU0702,CRS002,1,quiz,25,11.3,2023-08-14,2023-08-12
ASM012352,STU0702,CRS002,1,assignment,50,34.0,2023-08-10,2023-08-12
ASM012353,STU0702,CRS002,2,quiz,25,24.5,2023-08-30,2023-08-29
ASM012354,STU0702,CRS002,2,assignment,50,32.7,2023-09-05,2023-09-03
ASM012355,STU0702,CRS002,3,quiz,25,3.9,2023-09-05,2023-09-05
ASM012356,STU0702,CRS002,3,assignment,50,29.5,2023-09-11,2023-09-10
ASM012357,STU0702,CRS002,3,project,100,52.6,2023-09-05,2023-09-04
ASM012358,STU0702,CRS002,4,quiz,25,12.1,2023-10-09,2023-10-10
ASM012359,STU0702,CRS002,4,assignment,50,39.0,2023-09-27,2023-09-26
ASM012360,STU0702,CRS002,5,quiz,25,16.4,2023-10-18,2023-10-16
ASM012361,STU0702,CRS002,5,assignment,50,23.3,2023-10-08,2023-10-09
ASM012362,STU0702,CRS002,6,quiz,25,15.7,2023-11-28,2023-11-28
ASM012363,STU0702,CRS002,6,assignment,50,37.0,2023-11-22,2023-11-21
ASM012364,STU0702,CRS002,6,project,100,77.7,2023-11-10,2023-11-11
ASM012365,STU0702,CRS002,6,exam,100,59.9,2023-11-28,2023-11-28
ASM012366,STU0703,CRS013,1,quiz,25,14.6,2024-03-04,2024-03-04
ASM012367,STU0703,CRS013,1,assignment,50,37.7,2024-03-05,2024-03-08
ASM012368,STU0703,CRS013,2,quiz,25,15.1,2024-03-24,2024-03-22
ASM012369,STU0703,CRS013,2,assignment,50,44.2,2024-03-14,2024-03-12
ASM012370,STU0703,CRS013,3,quiz,25,23.0,2024-04-15,2024-04-14
ASM012371,STU0703,CRS013,3,assignment,50,45.6,2024-04-09,2024-04-14
ASM012372,STU0703,CRS013,3,project,100,20.7,2024-04-18,2024-04-23
ASM012373,STU0703,CRS013,4,quiz,25,10.8,2024-05-09,2024-05-10
ASM012374,STU0703,CRS013,4,assignment,50,34.3,2024-04-27,2024-04-30
ASM012375,STU0703,CRS013,5,quiz,25,19.2,2024-05-05,2024-05-05
ASM012376,STU0703,CRS013,5,assignment,50,43.5,2024-05-20,2024-05-21
ASM012377,STU0703,CRS013,6,quiz,25,15.3,2024-06-02,2024-06-01
ASM012378,STU0703,CRS013,6,assignment,50,43.5,2024-05-21,2024-05-19
ASM012379,STU0703,CRS013,6,project,100,51.2,2024-05-09,2024-05-07
ASM012380,STU0703,CRS013,7,quiz,25,24.4,2024-07-11,2024-07-11
ASM012381,STU0703,CRS013,7,assignment,50,28.4,2024-06-20,2024-06-22
ASM012382,STU0703,CRS013,8,quiz,25,12.4,2024-06-14,2024-06-13
ASM012383,STU0703,CRS013,8,assignment,50,34.8,2024-07-16,2024-07-23
ASM012384,STU0703,CRS013,8,exam,100,52.2,2024-06-30,2024-06-30
ASM012385,STU0704,CRS014,1,quiz,25,17.4,2024-08-09,2024-08-09
ASM012386,STU0704,CRS014,1,assignment,50,42.8,2024-08-10,2024-08-10
ASM012387,STU0704,CRS014,2,quiz,25,23.7,2024-08-27,2024-08-29
ASM012388,STU0704,CRS014,2,assignment,50,49.0,2024-08-29,2024-08-27
ASM012389,STU0704,CRS014,3,quiz,25,20.8,2024-09-15,2024-09-14
ASM012390,STU0704,CRS014,3,assignment,50,44.1,2024-09-21,2024-09-23
ASM012391,STU0704,CRS014,3,project,100,77.0,2024-09-27,2024-09-29
ASM012392,STU0704,CRS014,4,quiz,25,13.6,2024-10-14,2024-10-13
ASM012393,STU0704,CRS014,4,assignment,50,39.1,2024-09-20,2024-09-20
ASM012394,STU0704,CRS014,5,quiz,25,13.4,2024-10-04,2024-10-04
ASM012395,STU0704,CRS014,5,assignment,50,28.8,2024-10-24,2024-10-27
ASM012396,STU0704,CRS014,6,quiz,25,19.8,2024-10-18,2024-10-25
ASM012397,STU0704,CRS014,6,assignment,50,41.6,2024-11-11,2024-11-13
ASM012398,STU0704,CRS014,6,project,100,98.0,2024-10-18,2024-10-18
ASM012399,STU0704,CRS014,6,exam,100,76.3,2024-10-30,2024-10-30
ASM012400,STU0705,CRS006,1,quiz,25,23.0,2023-02-22,2023-02-23
ASM012401,STU0705,CRS006,1,assignment,50,32.5,2023-02-18,2023-02-21
ASM012402,STU0705,CRS006,2,quiz,25,15.3,2023-03-13,2023-03-16
ASM012403,STU0705,CRS006,2,assignment,50,25.6,2023-03-05,2023-03-06
ASM012404,STU0705,CRS006,3,quiz,25,20.3,2023-04-05,2023-04-06
ASM012405,STU0705,CRS006,3,assignment,50,40.3,2023-04-02,2023-03-30
ASM012406,STU0705,CRS006,3,project,100,71.2,2023-03-21,2023-03-23
ASM012407,STU0705,CRS006,4,quiz,25,16.6,2023-04-06,2023-04-06
ASM012408,STU0705,CRS006,4,assignment,50,11.3,2023-04-02,2023-04-09
ASM012409,STU0705,CRS006,5,quiz,25,18.1,2023-05-17,2023-05-17
ASM012410,STU0705,CRS006,5,assignment,50,33.0,2023-04-27,2023-04-30
ASM012411,STU0705,CRS006,6,quiz,25,19.4,2023-06-07,2023-06-08
ASM012412,STU0705,CRS006,6,assignment,50,32.0,2023-05-20,2023-05-22
ASM012413,STU0705,CRS006,6,project,100,26.6,2023-05-20,2023-05-25
ASM012414,STU0705,CRS006,7,quiz,25,19.8,2023-06-21,2023-06-24
ASM012415,STU0705,CRS006,7,assignment,50,25.9,2023-06-21,2023-06-20
ASM012416,STU0705,CRS006,8,quiz,25,16.5,2023-07-19,2023-07-26
ASM012417,STU0705,CRS006,8,assignment,50,48.6,2023-07-19,2023-07-16
ASM012418,STU0705,CRS006,9,quiz,25,17.8,2023-07-22,2023-07-21
ASM012419,STU0705,CRS006,9,assignment,50,19.7,2023-06-25,2023-06-25
ASM012420,STU0705,CRS006,9,project,100,50.3,2023-06-16,2023-06-18
ASM012421,STU0705,CRS006,10,quiz,25,18.4,2023-07-11,2023-07-12
ASM012422,STU0705,CRS006,10,assignment,50,6.9,2023-08-20,2023-08-22
ASM012423,STU0705,CRS006,10,exam,100,64.5,2023-08-10,2023-08-10
ASM012424,STU0706,CRS005,1,quiz,25,7.6,2023-08-07,2023-08-09
ASM012425,STU0706,CRS005,1,assignment,50,31.4,2023-08-06,2023-08-05
ASM012426,STU0706,CRS005,2,quiz,25,18.4,2023-08-24,2023-08-29
ASM012427,STU0706,CRS005,2,assignment,50,38.9,2023-08-18,2023-08-23
ASM012428,STU0706,CRS005,3,quiz,25,20.9,2023-09-06,2023-09-08
ASM012429,STU0706,CRS005,3,assignment,50,25.3,2023-09-15,2023-09-17
ASM012430,STU0706,CRS005,3,project,100,36.1,2023-09-03,2023-09-03
ASM012431,STU0706,CRS005,4,quiz,25,11.4,2023-10-05,2023-10-03
ASM012432,STU0706,CRS005,4,assignment,50,31.4,2023-10-05,2023-10-02
ASM012433,STU0706,CRS005,5,quiz,25,17.1,2023-10-25,2023-10-25
ASM012434,STU0706,CRS005,5,assignment,50,26.7,2023-10-15,2023-10-15
ASM012435,STU0706,CRS005,6,quiz,25,13.2,2023-10-09,2023-10-16
ASM012436,STU0706,CRS005,6,assignment,50,23.2,2023-10-21,2023-10-22
ASM012437,STU0706,CRS005,6,project,100,86.4,2023-10-15,2023-10-15
ASM012438,STU0706,CRS005,7,quiz,25,15.4,2023-12-04,2023-12-01
ASM012439,STU0706,CRS005,7,assignment,50,25.1,2023-11-06,2023-11-06
ASM012440,STU0706,CRS005,8,quiz,25,20.0,2023-11-14,2023-11-16
ASM012441,STU0706,CRS005,8,assignment,50,33.0,2023-11-30,2023-11-30
ASM012442,STU0706,CRS005,8,exam,100,67.7,2023-12-24,2023-12-24
ASM012443,STU0707,CRS020,1,quiz,25,15.8,2024-02-19,2024-02-24
ASM012444,STU0707,CRS020,1,assignment,50,34.7,2024-02-19,2024-02-20
ASM012445,STU0707,CRS020,2,quiz,25,13.9,2024-02-29,2024-02-27
ASM012446,STU0707,CRS020,2,assignment,50,42.8,2024-02-27,2024-02-28
ASM012447,STU0707,CRS020,3,quiz,25,14.3,2024-03-30,2024-04-01
ASM012448,STU0707,CRS020,3,assignment,50,31.9,2024-03-12,2024-03-12
ASM012449,STU0707,CRS020,3,project,100,85.8,2024-03-24,2024-03-24
ASM012450,STU0707,CRS020,4,quiz,25,24.5,2024-04-19,2024-04-16
ASM012451,STU0707,CRS020,4,assignment,50,24.4,2024-04-19,2024-04-19
ASM012452,STU0707,CRS020,4,exam,100,64.2,2024-04-11,2024-04-10
ASM012453,STU0708,CRS016,1,quiz,25,17.4,2024-08-28,2024-08-27
ASM012454,STU0708,CRS016,1,assignment,50,28.3,2024-08-25,2024-08-27
ASM012455,STU0708,CRS016,2,quiz,25,18.0,2024-09-11,2024-09-11
ASM012456,STU0708,CRS016,2,assignment,50,18.8,2024-09-21,2024-09-24
ASM012457,STU0708,CRS016,3,quiz,25,16.9,2024-09-30,2024-10-03
ASM012458,STU0708,CRS016,3,assignment,50,26.2,2024-09-24,2024-09-25
ASM012459,STU0708,CRS016,3,project,100,32.7,2024-09-24,2024-09-25
ASM012460,STU0708,CRS016,4,quiz,25,16.0,2024-10-17,2024-10-17
ASM012461,STU0708,CRS016,4,assignment,50,44.0,2024-10-21,2024-10-22
ASM012462,STU0708,CRS016,5,quiz,25,18.0,2024-11-23,2024-11-23
ASM012463,STU0708,CRS016,5,assignment,50,33.9,2024-11-23,2024-11-23
ASM012464,STU0708,CRS016,6,quiz,25,10.9,2024-11-26,2024-11-25
ASM012465,STU0708,CRS016,6,assignment,50,35.7,2024-11-08,2024-11-08
ASM012466,STU0708,CRS016,6,project,100,63.4,2024-12-14,2024-12-13
ASM012467,STU0708,CRS016,6,exam,100,58.7,2024-11-14,2024-11-14
ASM012468,STU0709,CRS002,1,quiz,25,9.5,2023-02-06,2023-02-04
ASM012469,STU0709,CRS002,1,assignment,50,23.9,2023-02-05,2023-02-12
ASM012470,STU0709,CRS002,2,quiz,25,21.7,2023-02-25,2023-02-25
ASM012471,STU0709,CRS002,2,assignment,50,30.8,2023-02-23,2023-02-21
ASM012472,STU0709,CRS002,3,quiz,25,14.3,2023-03-06,2023-03-06
ASM012473,STU0709,CRS002,3,assignment,50,32.6,2023-03-06,2023-03-06
ASM012474,STU0709,CRS002,3,project,100,49.5,2023-03-12,2023-03-15
ASM012475,STU0709,CRS002,4,quiz,25,10.6,2023-04-14,2023-04-17
ASM012476,STU0709,CRS002,4,assignment,50,30.7,2023-03-21,2023-03-21
ASM012477,STU0709,CRS002,5,quiz,25,18.0,2023-04-10,2023-04-07
ASM012478,STU0709,CRS002,5,assignment,50,49.0,2023-04-05,2023-04-05
ASM012479,STU0709,CRS002,6,quiz,25,18.5,2023-04-26,2023-04-29
ASM012480,STU0709,CRS002,6,assignment,50,40.4,2023-04-20,2023-04-17
ASM012481,STU0709,CRS002,6,project,100,68.2,2023-05-14,2023-05-13
ASM012482,STU0709,CRS002,6,exam,100,63.6,2023-04-20,2023-04-20
ASM012483,STU0710,CRS005,1,quiz,25,20.4,2023-08-26,2023-08-28
ASM012484,STU0710,CRS005,1,assignment,50,36.1,2023-08-26,2023-08-25
ASM012485,STU0710,CRS005,2,quiz,25,10.4,2023-09-07,2023-09-05
ASM012486,STU0710,CRS005,2,assignment,50,13.4,2023-09-11,2023-09-08
ASM012487,STU0710,CRS005,3,quiz,25,15.6,2023-09-24,2023-09-26
ASM012488,STU0710,CRS005,3,assignment,50,35.8,2023-10-03,2023-10-03
ASM012489,STU0710,CRS005,3,project,100,55.7,2023-10-09,2023-10-07
ASM012490,STU0710,CRS005,4,quiz,25,8.3,2023-10-05,2023-10-10
ASM012491,STU0710,CRS005,4,assignment,50,30.1,2023-11-02,2023-10-31
ASM012492,STU0710,CRS005,5,quiz,25,16.3,2023-11-08,2023-11-08
ASM012493,STU0710,CRS005,5,assignment,50,35.8,2023-10-19,2023-10-19
ASM012494,STU0710,CRS005,6,quiz,25,13.7,2023-12-02,2023-12-01
ASM012495,STU0710,CRS005,6,assignment,50,39.5,2023-11-20,2023-11-20
ASM012496,STU0710,CRS005,6,project,100,76.8,2023-11-14,2023-11-14
ASM012497,STU0710,CRS005,7,quiz,25,24.5,2023-12-21,2023-12-28
ASM012498,STU0710,CRS005,7,assignment,50,36.3,2023-12-14,2023-12-14
ASM012499,STU0710,CRS005,8,quiz,25,24.5,2023-12-08,2023-12-08
ASM012500,STU0710,CRS005,8,assignment,50,36.7,2023-12-08,2023-12-10
ASM012501,STU0710,CRS005,8,exam,100,66.7,2024-01-09,2024-01-07
ASM012502,STU0711,CRS017,1,quiz,25,18.5,2024-02-19,2024-02-19
ASM012503,STU0711,CRS017,1,assignment,50,48.1,2024-02-13,2024-02-16
ASM012504,STU0711,CRS017,2,quiz,25,12.8,2024-03-02,2024-03-01
ASM012505,STU0711,CRS017,2,assignment,50,46.9,2024-02-27,2024-02-27
ASM012506,STU0711,CRS017,3,quiz,25,21.0,2024-03-27,2024-03-27
ASM012507,STU0711,CRS017,3,assignment,50,33.3,2024-03-30,2024-03-30
ASM012508,STU0711,CRS017,3,project,100,88.1,2024-03-21,2024-03-23
ASM012509,STU0711,CRS017,4,quiz,25,5.2,2024-04-07,2024-04-08
ASM012510,STU0711,CRS017,4,assignment,50,30.1,2024-04-23,2024-04-22
ASM012511,STU0711,CRS017,5,quiz,25,8.5,2024-04-24,2024-04-25
ASM012512,STU0711,CRS017,5,assignment,50,22.9,2024-04-09,2024-04-10
ASM012513,STU0711,CRS017,6,quiz,25,14.9,2024-04-23,2024-04-25
ASM012514,STU0711,CRS017,6,assignment,50,41.1,2024-05-29,2024-05-29
ASM012515,STU0711,CRS017,6,project,100,57.0,2024-04-23,2024-04-21
ASM012516,STU0711,CRS017,6,exam,100,85.3,2024-04-29,2024-04-28
ASM012517,STU0712,CRS018,1,quiz,25,16.7,2024-09-22,2024-09-19
ASM012518,STU0712,CRS018,1,assignment,50,31.0,2024-09-21,2024-09-23
ASM012519,STU0712,CRS018,2,quiz,25,11.7,2024-10-11,2024-10-14
ASM012520,STU0712,CRS018,2,assignment,50,43.5,2024-10-09,2024-10-09
ASM012521,STU0712,CRS018,3,quiz,25,21.2,2024-10-27,2024-10-28
ASM012522,STU0712,CRS018,3,assignment,50,36.3,2024-10-15,2024-10-13
ASM012523,STU0712,CRS018,3,project,100,53.2,2024-10-21,2024-10-18
ASM012524,STU0712,CRS018,4,quiz,25,19.2,2024-10-29,2024-10-29
ASM012525,STU0712,CRS018,4,assignment,50,40.4,2024-10-29,2024-10-31
ASM012526,STU0712,CRS018,5,quiz,25,19.6,2024-12-07,2024-12-04
ASM012527,STU0712,CRS018,5,assignment,50,44.3,2024-12-07,2024-12-05
ASM012528,STU0712,CRS018,5,exam,100,62.5,2024-11-22,2024-11-22
ASM012529,STU0713,CRS012,1,quiz,25,15.7,2023-03-07,2023-03-07
ASM012530,STU0713,CRS012,1,assignment,50,34.0,2023-03-06,2023-03-04
ASM012531,STU0713,CRS012,2,quiz,25,12.7,2023-03-26,2023-03-27
ASM012532,STU0713,CRS012,2,assignment,50,21.0,2023-03-22,2023-03-29
ASM012533,STU0713,CRS012,3,quiz,25,9.0,2023-04-15,2023-04-15
ASM012534,STU0713,CRS012,3,assignment,50,29.0,2023-04-18,2023-04-20
ASM012535,STU0713,CRS012,3,project,100,75.6,2023-04-03,2023-03-31
